date,adjusted_close,close,high,low,open,volume
,ASML,ASML,ASML,ASML,ASML,ASML
2020-10-29,357.5438537597656,370.8599853515625,373.79998779296875,362.2200012207031,363.3399963378906,808800
2020-10-30,348.2403869628906,361.2099914550781,365.8299865722656,359.010009765625,363.80999755859375,821100
2020-11-02,353.4627990722656,365.2099914550781,368.32000732421875,361.7200012207031,364.4800109863281,893200
2020-11-03,360.0925598144531,372.05999755859375,376.3900146484375,367.8599853515625,368.4599914550781,813500
2020-11-04,370.6806640625,383.0,384.9599914550781,372.32000732421875,373.6600036621094,2451500
2020-11-05,385.382080078125,398.19000244140625,399.67999267578125,393.4599914550781,397.20001220703125,1115500
2020-11-06,393.173095703125,406.239990234375,407.5,398.19000244140625,402.1000061035156,710700
2020-11-09,393.2602233886719,406.3299865722656,420.6499938964844,406.32000732421875,417.0400085449219,1273700
2020-11-10,386.4563293457031,399.29998779296875,410.1099853515625,397.9800109863281,409.1199951171875,1323100
2020-11-11,404.6033020019531,418.04998779296875,418.6400146484375,407.2799987792969,407.3999938964844,933300
2020-11-12,399.44464111328125,412.7200012207031,421.17999267578125,412.010009765625,419.0,800800
2020-11-13,406.0937194824219,419.5899963378906,421.3800048828125,416.3800048828125,419.57000732421875,582700
2020-11-16,412.7911376953125,426.510009765625,426.6499938964844,419.6300048828125,419.95001220703125,547300
2020-11-17,412.7620849609375,426.4800109863281,427.45001220703125,422.25,424.9200134277344,524600
2020-11-18,410.1780090332031,423.80999755859375,427.3599853515625,421.0199890136719,424.1199951171875,543600
2020-11-19,409.7424011230469,423.3599853515625,423.3800048828125,416.8699951171875,417.30999755859375,914100
2020-11-20,409.96502685546875,423.5899963378906,428.3999938964844,423.5199890136719,424.0400085449219,484000
2020-11-23,413.4105224609375,427.1499938964844,429.6400146484375,421.95001220703125,427.989990234375,596000
2020-11-24,410.6231689453125,424.2699890136719,427.6099853515625,423.0199890136719,425.4200134277344,610400
2020-11-25,409.8586120605469,423.4800109863281,424.67999267578125,420.75,423.260009765625,308200
2020-11-27,423.68890380859375,437.7699890136719,438.7200012207031,428.7799987792969,429.3299865722656,432500
2020-11-30,423.65020751953125,437.7300109863281,441.2900085449219,433.6700134277344,440.5400085449219,508500
2020-12-01,434.7900085449219,449.239990234375,451.7300109863281,444.4800109863281,447.1000061035156,685100
2020-12-02,436.493408203125,451.0,452.1099853515625,444.260009765625,447.1600036621094,1050700
2020-12-03,438.332275390625,452.8999938964844,459.2200012207031,452.30999755859375,457.010009765625,677900
2020-12-04,449.45269775390625,464.3900146484375,464.5,453.4700012207031,454.0,660800
2020-12-07,454.62091064453125,469.7300109863281,471.010009765625,464.1000061035156,464.55999755859375,632900
2020-12-08,453.49822998046875,468.57000732421875,470.8500061035156,464.94000244140625,465.9200134277344,738800
2020-12-09,438.3226013183594,452.8900146484375,465.9599914550781,450.5199890136719,463.79998779296875,868800
2020-12-10,443.07464599609375,457.79998779296875,458.8800048828125,449.1199951171875,451.1400146484375,539300
2020-12-11,438.0709533691406,452.6300048828125,457.1499938964844,451.8399963378906,453.80999755859375,512100
2020-12-14,438.41937255859375,452.989990234375,456.82000732421875,452.1700134277344,452.3399963378906,546100
2020-12-15,454.20477294921875,469.29998779296875,469.6199951171875,461.8900146484375,464.510009765625,639200
2020-12-16,456.36297607421875,471.5299987792969,472.239990234375,465.010009765625,467.989990234375,524900
2020-12-17,461.94744873046875,477.29998779296875,481.32000732421875,476.010009765625,478.7300109863281,477300
2020-12-18,461.889404296875,477.239990234375,479.45001220703125,474.32000732421875,478.489990234375,730700
2020-12-21,457.06964111328125,472.260009765625,472.2799987792969,459.4800109863281,460.260009765625,622800
2020-12-22,460.86346435546875,476.17999267578125,478.6199951171875,472.95001220703125,473.4800109863281,431300
2020-12-23,459.35369873046875,474.6199951171875,480.3900146484375,474.20001220703125,478.94000244140625,389200
2020-12-24,467.55120849609375,483.0899963378906,484.6000061035156,477.0799865722656,478.95001220703125,271900
2020-12-28,464.7928771972656,480.239990234375,488.7200012207031,478.42999267578125,487.1400146484375,449300
2020-12-29,468.44158935546875,484.010009765625,489.45001220703125,482.510009765625,489.45001220703125,377200
2020-12-30,474.1518249511719,489.9100036621094,492.6600036621094,488.0,488.1300048828125,381900
2020-12-31,472.03228759765625,487.7200012207031,490.5199890136719,483.45001220703125,490.0,312700
2021-01-04,483.9173583984375,500.0,504.75,490.7099914550781,499.989990234375,1527600
2021-01-05,489.1048278808594,505.3599853515625,505.3599853515625,493.8900146484375,494.1600036621094,1029900
2021-01-06,474.4518737792969,490.2200012207031,499.8399963378906,489.739990234375,491.8500061035156,977900
2021-01-07,485.3013000488281,501.42999267578125,503.2200012207031,495.5199890136719,495.9700012207031,936200
2021-01-08,492.37615966796875,508.739990234375,514.280029296875,501.7099914550781,512.5900268554688,734500
2021-01-11,491.611572265625,507.95001220703125,508.9100036621094,499.42999267578125,500.5,703000
2021-01-12,497.3992004394531,513.9299926757812,514.7899780273438,503.5,507.1000061035156,651700
2021-01-13,497.5250244140625,514.0599975585938,515.6099853515625,509.3800048828125,511.2099914550781,513700
2021-01-14,527.1311645507812,544.6500244140625,546.4000244140625,529.8900146484375,530.1599731445312,1450300
2021-01-15,510.53277587890625,527.5,536.8499755859375,525.3599853515625,532.3099975585938,869200
2021-01-19,531.8250732421875,549.5,550.47998046875,530.6099853515625,533.0,1504000
2021-01-20,531.7089233398438,549.3800048828125,558.1599731445312,543.1599731445312,555.5700073242188,1121900
2021-01-21,552.3819580078125,570.739990234375,573.7999877929688,565.6099853515625,568.0,1272100
2021-01-22,551.1333618164062,569.4500122070312,570.7100219726562,562.7899780273438,563.489990234375,901600
2021-01-25,549.3526611328125,567.6099853515625,568.219970703125,554.1199951171875,562.1500244140625,966500
2021-01-26,531.3412475585938,549.0,563.6500244140625,548.4400024414062,563.1799926757812,887700
2021-01-27,507.75506591796875,524.6300048828125,539.52001953125,522.5,534.969970703125,1506800
2021-01-28,529.6185302734375,547.219970703125,553.8400268554688,537.3800048828125,542.1099853515625,968600
2021-01-29,516.9784545898438,534.1599731445312,543.5,528.2999877929688,540.9600219726562,867300
2021-02-01,536.557861328125,554.3900146484375,555.469970703125,544.530029296875,547.4000244140625,849600
2021-02-02,535.6964721679688,553.5,556.7899780273438,549.4500122070312,553.780029296875,721600
2021-02-03,525.4469604492188,542.9099731445312,551.719970703125,541.9500122070312,551.2899780273438,635400
2021-02-04,537.5740966796875,555.4400024414062,555.97998046875,544.280029296875,546.9600219726562,554500
2021-02-05,535.028564453125,552.8099975585938,556.1400146484375,551.02001953125,554.9600219726562,461700
2021-02-08,545.8585815429688,564.0,566.9299926757812,557.969970703125,557.969970703125,716900
2021-02-09,547.3104858398438,565.5,571.9299926757812,565.5,566.5399780273438,483300
2021-02-10,548.6557006835938,566.8900146484375,573.0599975585938,559.7000122070312,571.4299926757812,458600
2021-02-11,572.4837646484375,591.510009765625,591.7899780273438,573.8300170898438,574.6300048828125,975400
2021-02-12,578.7554321289062,597.989990234375,601.4600219726562,589.1500244140625,591.969970703125,732400
2021-02-16,583.73974609375,603.1400146484375,608.7100219726562,599.1699829101562,605.5800170898438,621600
2021-02-17,568.6802368164062,587.5800170898438,598.47998046875,581.4600219726562,598.3499755859375,825100
2021-02-18,563.7442016601562,582.47998046875,589.4600219726562,576.0499877929688,584.3599853515625,716800
2021-02-19,575.2808227539062,594.4000244140625,600.75,589.3900146484375,591.8400268554688,821500
2021-02-22,559.892333984375,578.5,590.1199951171875,576.5,587.6199951171875,753400
2021-02-23,557.5404052734375,576.0700073242188,579.1799926757812,560.1300048828125,571.719970703125,1004800
2021-02-24,575.8712768554688,595.010009765625,595.9600219726562,565.5499877929688,573.3400268554688,1023000
2021-02-25,541.7647705078125,559.77001953125,586.4000244140625,559.6599731445312,582.6300048828125,1288900
2021-02-26,548.8493041992188,567.0900268554688,573.489990234375,560.7000122070312,572.3400268554688,946500
2021-03-01,564.7799072265625,583.5499877929688,584.3599853515625,568.8599853515625,572.3699951171875,679500
2021-03-02,545.0263061523438,563.1400146484375,579.8699951171875,563.0,579.030029296875,696100
2021-03-03,526.1149291992188,543.5999755859375,565.9500122070312,541.2000122070312,564.5900268554688,1006900
2021-03-04,494.07952880859375,510.5,541.3300170898438,502.0899963378906,537.8499755859375,1702500
2021-03-05,510.0875549316406,527.0399780273438,530.8499755859375,508.3299865722656,527.969970703125,1370100
2021-03-08,486.03680419921875,502.19000244140625,529.1699829101562,501.1099853515625,526.4400024414062,1180700
2021-03-09,522.1661987304688,539.52001953125,543.2100219726562,524.9500122070312,527.6400146484375,1240500
2021-03-10,506.4969787597656,523.3300170898438,541.8200073242188,521.1099853515625,540.0800170898438,876500
2021-03-11,526.8890991210938,544.4000244140625,548.489990234375,540.010009765625,546.989990234375,1009700
2021-03-12,520.3368530273438,537.6300048828125,539.0800170898438,528.5999755859375,534.1199951171875,714900
2021-03-15,529.5894165039062,547.1900024414062,547.7999877929688,536.010009765625,538.6699829101562,582400
2021-03-16,531.7089233398438,549.3800048828125,555.72998046875,545.9600219726562,546.3800048828125,651600
2021-03-17,541.5713500976562,559.5700073242188,566.0499877929688,542.8599853515625,548.219970703125,841400
2021-03-18,521.8466796875,539.1900024414062,552.47998046875,539.02001953125,547.97998046875,790000
2021-03-19,529.8120727539062,547.4199829101562,557.0900268554688,541.3099975585938,544.6900024414062,1404600
2021-03-22,557.4630126953125,575.989990234375,577.989990234375,563.8300170898438,567.6400146484375,1216800
2021-03-23,540.8936767578125,558.8699951171875,571.280029296875,555.5,569.52001953125,866300
2021-03-24,559.9697875976562,578.5800170898438,594.469970703125,578.0,587.1799926757812,2121400
2021-03-25,565.21533203125,584.0,585.8400268554688,569.0900268554688,570.9099731445312,1088900
2021-03-26,605.5450439453125,625.6699829101562,627.2999877929688,588.6900024414062,588.6900024414062,1933600
2021-03-29,588.443359375,608.0,616.8599853515625,601.4400024414062,614.760009765625,1214900
2021-03-30,581.94921875,601.2899780273438,606.260009765625,595.52001953125,599.9199829101562,1071600
2021-03-31,597.5022583007812,617.3599853515625,620.9400024414062,605.2000122070312,606.1599731445312,1579600
2021-04-01,616.607421875,637.0999755859375,639.489990234375,619.75,619.7999877929688,1908300
2021-04-05,619.8882446289062,640.489990234375,653.0,638.030029296875,651.6500244140625,1529800
2021-04-06,607.8001708984375,628.0,635.75,618.3800048828125,633.4099731445312,1281900
2021-04-07,606.4064331054688,626.5599975585938,631.4000244140625,622.1900024414062,627.1599731445312,820600
2021-04-08,619.2980346679688,639.8800048828125,641.5900268554688,632.75,635.9600219726562,865900
2021-04-09,613.9168701171875,634.3200073242188,638.7100219726562,628.5499877929688,634.3400268554688,631100
2021-04-12,610.1517944335938,630.4299926757812,631.5800170898438,620.6199951171875,631.5599975585938,739500
2021-04-13,608.884033203125,629.1199951171875,636.739990234375,623.719970703125,635.6300048828125,710500
2021-04-14,610.6939086914062,630.989990234375,641.0900268554688,627.0399780273438,635.6699829101562,718000
2021-04-15,621.4369506835938,642.0900268554688,642.9000244140625,627.52001953125,633.780029296875,980400
2021-04-16,624.9210815429688,645.6900024414062,647.9400024414062,638.47998046875,640.260009765625,605200
2021-04-19,609.8422241210938,630.1099853515625,639.260009765625,622.4500122070312,637.6400146484375,1138900
2021-04-20,597.0958862304688,616.9400024414062,627.7899780273438,612.780029296875,626.030029296875,988000
2021-04-21,634.4058837890625,655.489990234375,655.8400268554688,635.9299926757812,637.719970703125,2160900
2021-04-22,626.276123046875,647.0900268554688,665.8699951171875,640.47998046875,664.1699829101562,1233400
2021-04-23,649.3297729492188,670.9099731445312,671.280029296875,658.3699951171875,659.219970703125,1109600
2021-04-26,648.875,670.4400024414062,675.6500244140625,666.9600219726562,666.9600219726562,801000
2021-04-27,651.1687622070312,672.8099975585938,674.8400268554688,661.7899780273438,670.3300170898438,678200
2021-04-28,643.9390869140625,665.3400268554688,670.8599853515625,661.280029296875,664.4500122070312,571300
2021-04-29,641.1709594726562,662.47998046875,666.6300048828125,654.0599975585938,666.2899780273438,504300
2021-04-30,627.2534790039062,648.0999755859375,661.0499877929688,645.7000122070312,654.27001953125,575200
2021-05-03,633.3799438476562,654.4299926757812,658.0800170898438,647.7100219726562,657.7100219726562,672000
2021-05-04,608.7679443359375,629.0,639.22998046875,615.9099731445312,635.6699829101562,1505800
2021-05-05,621.233642578125,641.8800048828125,651.97998046875,635.8200073242188,642.0,948200
2021-05-06,623.6145629882812,644.3400268554688,644.6400146484375,629.9299926757812,638.3300170898438,618200
2021-05-07,637.3867797851562,658.5700073242188,661.2899780273438,647.7100219726562,651.780029296875,573700
2021-05-10,607.0839233398438,627.260009765625,648.6400146484375,626.52001953125,648.2999877929688,882700
2021-05-11,610.3745727539062,630.6599731445312,633.6599731445312,614.6099853515625,616.1199951171875,891200
2021-05-12,582.5202026367188,601.8800048828125,619.7100219726562,600.260009765625,615.0,1107700
2021-05-13,603.0480346679688,623.0900268554688,628.75,611.8099975585938,621.6400146484375,1436100
2021-05-14,626.9244384765625,647.760009765625,651.1400146484375,625.4099731445312,630.1400146484375,1331000
2021-05-17,614.9136962890625,635.3499755859375,636.0800170898438,623.2999877929688,631.8900146484375,929400
2021-05-18,611.8552856445312,632.1900024414062,643.760009765625,631.6099853515625,641.4000244140625,644700
2021-05-19,610.4905395507812,630.780029296875,630.97998046875,606.6400146484375,608.010009765625,1049600
2021-05-20,627.9019775390625,648.77001953125,652.25,631.75,632.6900024414062,1086900
2021-05-21,618.6591186523438,639.219970703125,647.3599853515625,636.1799926757812,645.8599853515625,847500
2021-05-24,637.754638671875,658.9500122070312,662.260009765625,645.760009765625,647.5,794000
2021-05-25,650.6654052734375,672.2899780273438,679.4400024414062,667.280029296875,671.1699829101562,1088800
2021-05-26,644.3551025390625,665.77001953125,669.5399780273438,659.8599853515625,667.219970703125,597100
2021-05-27,643.697021484375,665.0900268554688,667.8599853515625,658.9299926757812,661.0,652600
2021-05-28,653.7431640625,675.469970703125,675.97998046875,666.9400024414062,669.030029296875,610700
2021-06-01,650.191162109375,671.7999877929688,688.0900268554688,668.52001953125,684.739990234375,1292000
2021-06-02,652.4075927734375,674.0900268554688,678.72998046875,668.77001953125,670.52001953125,596800
2021-06-03,644.4713134765625,665.8900146484375,670.4099731445312,660.1099853515625,667.3499755859375,612100
2021-06-04,661.3214111328125,683.2999877929688,684.02001953125,673.0900268554688,674.8099975585938,531000
2021-06-07,660.0438232421875,681.97998046875,684.4099731445312,676.47998046875,680.1799926757812,594300
2021-06-08,658.8339233398438,680.72998046875,692.1199951171875,676.5499877929688,690.6699829101562,562800
2021-06-09,660.6341552734375,682.5900268554688,688.0599975585938,680.8099975585938,685.0,440700
2021-06-10,677.4260864257812,699.9400024414062,704.780029296875,686.5599975585938,689.3599853515625,800100
2021-06-11,674.6096801757812,697.030029296875,698.9400024414062,691.3499755859375,698.2000122070312,445100
2021-06-14,686.5140991210938,709.3300170898438,709.6300048828125,695.5399780273438,699.510009765625,636600
2021-06-15,679.2069702148438,701.780029296875,710.969970703125,696.8699951171875,707.5999755859375,510700
2021-06-16,676.564697265625,699.0499877929688,709.969970703125,693.7000122070312,706.0499877929688,590900
2021-06-17,676.351806640625,698.8300170898438,704.530029296875,691.0999755859375,691.3599853515625,746700
2021-06-18,649.4848022460938,671.0700073242188,687.2000122070312,668.5700073242188,685.3499755859375,1669900
2021-06-21,658.7566528320312,680.6500244140625,681.9500122070312,672.4000244140625,678.5,565500
2021-06-22,663.7506713867188,685.8099975585938,687.5700073242188,676.260009765625,680.489990234375,542200
2021-06-23,659.7244262695312,681.6500244140625,689.22998046875,679.5499877929688,686.530029296875,523400
2021-06-24,672.6450805664062,695.0,697.9600219726562,690.6699829101562,691.6699829101562,469400
2021-06-25,664.1378173828125,686.2100219726562,695.5599975585938,685.969970703125,693.9299926757812,431200
2021-06-28,681.4619750976562,704.1099853515625,705.7999877929688,698.6699829101562,698.9299926757812,623900
2021-06-29,681.0457153320312,703.6799926757812,705.27001953125,698.2000122070312,699.9500122070312,400000
2021-06-30,668.6188354492188,690.8400268554688,696.5700073242188,686.5900268554688,694.5999755859375,767500
2021-07-01,657.459716796875,679.3099975585938,691.6799926757812,674.530029296875,687.239990234375,997500
2021-07-02,665.4249267578125,687.5399780273438,689.8699951171875,683.7000122070312,688.489990234375,449700
2021-07-06,663.8087768554688,685.8699951171875,693.5499877929688,676.7000122070312,689.4400024414062,788700
2021-07-07,667.9801025390625,690.1799926757812,695.719970703125,684.3699951171875,694.0399780273438,442900
2021-07-08,652.0205078125,673.6900024414062,675.5999755859375,664.8300170898438,670.97998046875,849400
2021-07-09,669.1220092773438,691.3599853515625,693.0,678.9299926757812,683.969970703125,583600
2021-07-12,685.0429077148438,707.8099975585938,708.510009765625,699.1699829101562,700.0,618500
2021-07-13,683.6976928710938,706.4199829101562,710.6599731445312,703.5999755859375,706.25,623300
2021-07-14,693.463134765625,716.510009765625,723.010009765625,712.8800048828125,719.97998046875,852000
2021-07-15,681.2974243164062,703.9400024414062,713.27001953125,696.8400268554688,712.5700073242188,729400
2021-07-16,665.3087768554688,687.4199829101562,706.989990234375,686.8699951171875,702.8800048828125,578300
2021-07-19,661.9988403320312,684.0,684.3200073242188,671.5900268554688,673.8499755859375,855300
2021-07-20,662.0473022460938,684.0499877929688,688.6599731445312,672.9299926757812,676.8599853515625,805600
2021-07-21,697.8087768554688,721.0,721.0900268554688,700.6900024414062,705.9400024414062,1281300
2021-07-22,706.4417724609375,729.9199829101562,740.0599975585938,724.2000122070312,733.0,946000
2021-07-23,724.0758056640625,748.1400146484375,756.780029296875,743.0900268554688,747.7899780273438,1069800
2021-07-26,729.8344116210938,754.0900268554688,759.0,748.3800048828125,758.2000122070312,691800
2021-07-27,721.617431640625,745.5999755859375,752.1500244140625,733.0599975585938,751.1699829101562,881200
2021-07-28,735.4188232421875,759.8599853515625,761.0399780273438,745.4000244140625,750.0,716500
2021-07-29,741.0806274414062,765.7100219726562,767.8900146484375,759.8599853515625,761.6300048828125,634000
2021-07-30,742.077392578125,766.739990234375,768.7000122070312,756.7899780273438,760.77001953125,488200
2021-08-02,744.8938598632812,769.6500244140625,775.8400268554688,768.4099731445312,770.8099975585938,499900
2021-08-03,754.4560546875,779.530029296875,780.4500122070312,767.510009765625,770.530029296875,533700
2021-08-04,769.8930053710938,795.47998046875,798.5700073242188,787.7999877929688,792.010009765625,629700
2021-08-05,769.1865234375,794.75,805.6400146484375,790.3200073242188,805.510009765625,723700
2021-08-06,758.08544921875,783.280029296875,787.1900024414062,779.9000244140625,784.5,556900
2021-08-09,763.311767578125,788.6799926757812,792.25,785.5999755859375,790.219970703125,477100
2021-08-10,763.902099609375,789.2899780273438,797.0399780273438,783.8300170898438,795.5900268554688,589500
2021-08-11,763.8343505859375,789.219970703125,793.3400268554688,781.4199829101562,791.1400146484375,421300
2021-08-12,755.946533203125,781.0700073242188,788.7000122070312,778.530029296875,788.7000122070312,764600
2021-08-13,763.582763671875,788.9600219726562,789.5900268554688,776.5399780273438,779.1400146484375,454700
2021-08-16,762.0245361328125,787.3499755859375,790.969970703125,779.739990234375,787.8300170898438,426000
2021-08-17,751.5816040039062,776.5599975585938,783.3900146484375,770.4000244140625,781.760009765625,483600
2021-08-18,747.6039428710938,772.4500122070312,785.3800048828125,772.030029296875,776.219970703125,452500
2021-08-19,756.3724365234375,781.510009765625,784.010009765625,761.2100219726562,761.8699951171875,514000
2021-08-20,762.8279418945312,788.1799926757812,790.8800048828125,778.010009765625,785.0800170898438,507700
2021-08-23,785.513916015625,811.6199951171875,812.5,794.5700073242188,795.030029296875,724300
2021-08-24,779.6971435546875,805.6099853515625,807.7100219726562,801.5800170898438,806.0999755859375,453800
2021-08-25,781.8843383789062,807.8699951171875,813.3699951171875,805.0,808.4199829101562,471100
2021-08-26,784.855712890625,810.9400024414062,815.8300170898438,804.1599731445312,808.27001953125,450000
2021-08-27,806.1287841796875,832.9199829101562,834.77001953125,813.77001953125,814.25,658900
2021-08-30,812.5842895507812,839.5900268554688,843.010009765625,836.760009765625,839.9400024414062,491000
2021-08-31,806.244873046875,833.0399780273438,844.1599731445312,827.2100219726562,843.780029296875,579300
2021-09-01,815.081298828125,842.1699829101562,850.719970703125,836.6900024414062,838.719970703125,581900
2021-09-02,833.57666015625,861.280029296875,862.0499877929688,848.8699951171875,852.1599731445312,746800
2021-09-03,830.5084838867188,858.1099853515625,862.97998046875,848.52001953125,848.52001953125,698000
2021-09-07,834.0507202148438,861.77001953125,868.8800048828125,857.760009765625,865.2899780273438,780900
2021-09-08,830.3924560546875,857.989990234375,859.9000244140625,849.9199829101562,857.6099853515625,714900
2021-09-09,826.0468139648438,853.5,862.760009765625,852.0999755859375,855.47998046875,641900
2021-09-10,831.2440795898438,858.8699951171875,875.3599853515625,857.4000244140625,870.9400024414062,1137400
2021-09-13,843.2161865234375,871.239990234375,872.2100219726562,861.0399780273438,869.219970703125,636000
2021-09-14,859.5048217773438,888.0700073242188,895.9299926757812,879.6799926757812,883.8200073242188,978300
2021-09-15,860.7243041992188,889.3300170898438,890.010009765625,879.4400024414062,886.989990234375,799700
2021-09-16,858.7694091796875,887.3099975585938,889.780029296875,875.4400024414062,877.1400146484375,811400
2021-09-17,832.1924438476562,859.8499755859375,875.3099975585938,852.4099731445312,875.0999755859375,1670500
2021-09-20,813.6971435546875,840.739990234375,845.489990234375,829.7000122070312,838.8800048828125,1122600
2021-09-21,827.2371215820312,854.72998046875,862.3699951171875,844.489990234375,860.0,905700
2021-09-22,836.9252319335938,864.739990234375,871.6500244140625,849.4600219726562,851.8300170898438,669400
2021-09-23,851.4815063476562,879.780029296875,888.719970703125,877.260009765625,877.3900146484375,744500
2021-09-24,840.8740234375,868.8200073242188,873.3599853515625,865.1199951171875,867.3599853515625,510400
2021-09-27,808.44189453125,835.3099975585938,847.8800048828125,833.0499877929688,843.280029296875,1063900
2021-09-28,755.075439453125,780.1699829101562,799.3400268554688,773.0700073242188,794.8400268554688,2390100
2021-09-29,726.2823486328125,750.4199829101562,786.22998046875,749.1199951171875,785.0,2216000
2021-09-30,721.1431884765625,745.1099853515625,762.3200073242188,742.2899780273438,754.25,1078800
2021-10-01,717.9494018554688,741.8099975585938,745.0,728.3699951171875,745.0,1180400
2021-10-04,690.0079956054688,712.9400024414062,730.1599731445312,709.030029296875,728.9000244140625,1663500
2021-10-05,709.2969360351562,732.8699951171875,742.6300048828125,722.6199951171875,725.0399780273438,1201500
2021-10-06,708.9388427734375,732.5,734.7000122070312,719.010009765625,725.3800048828125,973000
2021-10-07,722.7982177734375,746.8200073242188,753.6699829101562,742.22998046875,745.4099731445312,1267500
2021-10-08,706.7806396484375,730.27001953125,749.739990234375,729.3300170898438,749.3599853515625,1039700
